Order_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Sales,Month,Quarter
2017-08-30,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,8,3
2017-04-25,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,4,2
2017-04-25,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,4,2
2017-04-25,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,4,2
2016-09-01,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,9,3
2016-09-01,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,9,3
2015-07-12,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,7,3
2016-06-22,Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,6,2
2015-04-13,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,2
2015-04-13,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,4,2
2015-04-13,Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,4,2
2016-12-20,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,12,4
2018-06-15,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,6,2
2018-07-08,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,7,3
2018-07-08,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,7,3
2018-07-08,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,7,3
2017-09-01,First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,9,3
2017-09-01,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,9,3
2017-09-01,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,9,3
2017-09-01,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,9,3
2017-04-08,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,4,2
2017-04-08,Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,4,2
2017-04-08,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,2
2017-04-08,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,4,2
2017-04-23,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,4,2
2018-03-08,First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,3,1
2018-09-25,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,9,3
2018-09-25,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.646,9,3
2018-09-25,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,9,3
2018-09-25,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,9,3
2015-09-24,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,9,3
2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,10,4
2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,10,4
2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,10,4
2018-05-29,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,2
2018-05-29,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,5,2
2015-07-23,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,7,3
2015-07-23,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,7,3
2015-07-23,Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,7,3
2017-09-28,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.136,9,3
2016-04-28,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652,4,2
2016-04-28,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,4,2
2016-04-28,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.176,4,2
2017-10-28,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,10,4
2017-10-28,First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,10,4
2016-06-26,Second Class,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,6,2
2016-11-27,Standard Class,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,11,4
2016-11-27,Standard Class,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,11,4
2016-12-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,12,4
2016-12-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,12,4
2015-11-24,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.624,11,4
2018-12-11,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,12,4
2018-12-11,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,12,4
2015-09-21,Second Class,Consumer,Des Moines,Washington,West,Technology,Phones,246.384,9,3
2015-06-07,Second Class,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,6,2
2018-06-30,Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,6,2
2018-10-17,Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,10,4
2018-10-17,Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,10,4
2016-10-31,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,10,4
2017-09-08,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,9,3
2017-09-08,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.136,9,3
2017-09-08,Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,57.584,9,3
2015-12-24,First Class,Consumer,Miami,Florida,South,Office Supplies,Paper,9.568,12,4
2015-04-16,Standard Class,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.072,4,2
2018-12-24,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,179.95,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,12,4
2018-12-08,Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,113.568,12,4
2018-11-03,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,11,4
2018-11-03,Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.136,11,4
2018-06-24,Standard Class,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,6,2
2017-04-14,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,4,2
2018-11-06,Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,11,4
2018-03-04,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,3,1
2018-03-04,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,3,1
2015-06-22,First Class,Consumer,Louisville,Colorado,West,Technology,Accessories,196.752,6,2
2018-10-19,Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,10,4
2018-10-19,Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,32.7,10,4
2018-11-23,Second Class,Corporate,Canton,Michigan,Central,Furniture,Furnishings,28.4,11,4
2018-11-23,Second Class,Corporate,Canton,Michigan,Central,Office Supplies,Binders,287.92,11,4
2015-09-12,First Class,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,9,3
2018-10-01,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.672,10,4
2017-04-15,Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Binders,189.588,4,2
2017-04-15,Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,408.744,4,2
2017-04-15,Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,291.96,4,2
2017-04-15,Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Storage,4.768,4,2
2015-12-19,Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,4.812,12,4
2015-12-19,Standard Class,Consumer,Jacksonville,Florida,South,Technology,Accessories,247.8,12,4
2017-06-12,Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,313.488,6,2
2018-09-15,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.872,9,3
2018-01-20,Second Class,Corporate,New York City,New York,East,Furniture,Chairs,207.846,1,1
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,12.22,9,3
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,194.94,9,3
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,70.95,9,3
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,91.36,9,3
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,242.94,9,3
2017-09-05,Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,22.05,9,3
2018-03-20,Second Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,3,1
2017-04-01,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,4,2
2017-04-01,Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,4,2
2017-04-01,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,4,2
2017-04-01,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,4,2
2017-04-01,Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,4,2
2017-04-01,Second Class,Consumer,Auburn,New York,East,Technology,Phones,35.12,4,2
2018-10-20,Standard Class,Corporate,Akron,Ohio,East,Furniture,Tables,284.364,10,4
2017-12-13,Standard Class,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,12,4
2015-02-12,Standard Class,Consumer,Concord,California,West,Furniture,Chairs,129.568,2,1
2017-09-26,Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,8.928,9,3
2016-12-15,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,103.92,12,4
2016-12-15,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,51.312,12,4
2017-04-22,Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,23.56,4,2
2017-04-22,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,28.485,4,2
2017-04-22,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,185.376,4,2
2017-04-22,Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,78.272,4,2
2016-01-17,Standard Class,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,254.744,1,1
2018-03-31,Standard Class,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,205.3328,3,1
2017-12-16,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,12,4
2016-12-20,Standard Class,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,12,4
2015-11-09,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,340.92,11,4
2015-11-09,Second Class,Consumer,San Francisco,California,West,Furniture,Bookcases,222.666,11,4
2015-11-09,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,92.52,11,4
2015-11-09,Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,62.65,11,4
2015-11-09,Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,94.85,11,4
2017-07-12,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,95.76,7,3
2017-10-27,Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,10,4
2017-06-26,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,14.7,6,2
2015-10-06,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,9.09,10,4
2015-07-22,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.96,7,3
2015-07-22,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,159.98,7,3
2018-06-10,First Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,29.6,6,2
2018-06-10,First Class,Home Office,Los Angeles,California,West,Technology,Phones,279.96,6,2
2015-06-09,Second Class,Home Office,Huntsville,Texas,Central,Technology,Phones,7.992,6,2
2015-06-09,Second Class,Home Office,Huntsville,Texas,Central,Technology,Accessories,63.984,6,2
2015-06-09,Second Class,Home Office,Huntsville,Texas,Central,Office Supplies,Art,70.368,6,2
2015-09-14,Standard Class,Consumer,Rochester,New York,East,Office Supplies,Storage,449.15,9,3
2015-09-14,Standard Class,Consumer,Rochester,New York,East,Office Supplies,Envelopes,11.07,9,3
2017-05-09,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,93.98,5,2
2017-03-18,Second Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,189.882,3,1
2016-12-27,Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Envelopes,105.42,12,4
2017-07-25,Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Binders,119.616,7,3
2017-07-25,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,255.76,7,3
2017-07-25,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Chairs,241.568,7,3
2017-07-25,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,69.3,7,3
2017-05-30,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,22.62,5,2
2017-05-30,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,14.952,5,2
2017-05-30,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,2.376,5,2
2017-05-30,Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Paper,32.792,5,2
2018-11-12,Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,15.92,11,4
2016-03-16,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,2.74,3,1
2016-03-16,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,8.34,3,1
2016-03-16,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,46.74,3,1
2018-11-26,First Class,Consumer,Gladstone,Missouri,Central,Furniture,Furnishings,126.3,11,4
2018-11-26,First Class,Consumer,Gladstone,Missouri,Central,Technology,Accessories,38.04,11,4
2017-10-20,First Class,Consumer,Newark,Ohio,East,Office Supplies,Art,7.152,10,4
2018-12-21,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,6.63,12,4
2018-12-21,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,5.88,12,4
2018-01-22,Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Storage,51.45,1,1
2018-01-22,Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Paper,11.96,1,1
2016-03-22,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,18.392,3,1
2016-03-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,129.568,3,1
2016-03-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,14.112,3,1
2018-01-23,First Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,210.98,1,1
2017-05-21,First Class,Consumer,Los Angeles,California,West,Technology,Phones,55.176,5,2
2017-05-21,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,66.26,5,2
2016-12-26,Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Fasteners,22.2,12,4
2018-10-21,Standard Class,Home Office,Lakeland,Florida,South,Furniture,Furnishings,45.696,10,4
2016-09-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.336,9,3
2016-09-03,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,9,3
2016-11-07,Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,190.72,11,4
2018-09-07,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,47.94,9,3
2017-05-29,Second Class,Consumer,Montgomery,Alabama,South,Office Supplies,Binders,22.75,5,2
2017-07-10,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Storage,16.768,7,3
2018-09-03,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,42.616,9,3
2016-12-03,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.752,12,4
2016-12-07,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,152.94,12,4
2016-12-07,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Chairs,283.92,12,4
2015-02-01,First Class,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,468.9,2,1
2017-07-14,First Class,Corporate,Tucson,Arizona,West,Technology,Phones,380.864,7,3
2015-05-11,Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Accessories,58.112,5,2
2015-05-11,Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Phones,100.792,5,2
2015-05-11,Standard Class,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,66.112,5,2
2018-11-19,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,41.28,11,4
2018-11-19,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,13.36,11,4
2016-11-15,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,250.272,11,4
2016-11-15,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,11.364,11,4
2016-11-15,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,8.72,11,4
